society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
m3m golf hills,flat,sector 79,1.45,10211.0,2,2,3,15.0,Under Construction,1608.14283511,0,0,0,0,0,0,67
independent,house,sector 47,5.25,11666.0,9,9,3+,4.0,Relatively New,4650.0,0,1,0,0,0,1,142
indiabulls centrum park,flat,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1709.01870844,1,1,1,0,0,1,38
dlf the ultima,flat,sector 81,2.2,10476.0,3,4,3+,17.0,Relatively New,1865.3782233700001,0,1,0,0,0,2,49
independent,house,sector 46,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,1,44
palam vihar extension west zone rwa,house,sector 2,0.4,4444.0,6,4,2,2.0,Moderately Old,900.0,0,0,0,0,0,0,36
unitech palms south city 1,house,sector 41,9.35,28858.0,10,10,3+,4.0,Moderately Old,7500.0,1,1,0,0,0,1,70
vatika lifestyle homes,flat,sector 83,1.04,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,0,95
avl 36 gurgaon,flat,sector 36a,0.5,8333.0,1,1,1,5.0,Relatively New,600.0,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,flat,sector 102,1.8,10638.0,3,3,3,1.0,Relatively New,1499.8714886500002,0,0,0,0,0,0,141
signature global solera,flat,sector 107,0.28,5674.0,2,2,2,6.0,Relatively New,675.61317418,0,0,0,0,0,0,45
eldeco accolade,flat,sohna road road,0.95,6542.0,2,2,3+,6.0,New Property,1160.536096015,1,0,0,0,0,1,56
tulip violet,flat,sector 69,3.1,9822.0,4,6,3+,14.0,Relatively New,2750.6564809600004,0,1,0,0,0,0,174
satya the hermitage,flat,sector 103,1.12,5625.0,3,4,3+,9.0,New Property,1728.0024341600001,0,1,0,0,0,0,49
dlf regency park,flat,sector 28,2.3,11817.0,3,3,3,7.0,Moderately Old,1777.0,0,1,0,0,0,0,117
sushant lok 1 builder floors,house,sector 43,2.45,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,1,0,0,1,2,123
sare petioles,flat,sector 92,1.3,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0
ss the leaf,flat,sector 85,1.65,6852.0,3,4,3,9.0,New Property,2141.29997409,0,0,0,0,0,0,21
emaar palm gardens,flat,sector 83,1.72,9052.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,1,165
independent,house,sector 2,4.99,18889.0,4,4,3+,3.0,Moderately Old,2642.0,0,1,1,0,0,0,43
citizen apartment,flat,sector 51,3.55,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,0,0,1,157
unitech sunbreeze,flat,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,0,0
piedmont taksila heights,flat,sector 37c,0.9,5855.0,3,3,3,9.0,Moderately Old,1537.0,0,0,0,0,0,1,94
hsiidc sidco aravali,flat,sector 90,0.86,3323.0,3,3,3+,3.0,Moderately Old,1900.0,0,1,0,0,0,0,81
silverglades the melia,flat,sohna road road,1.01,7000.0,2,2,3,12.0,Under Construction,1210.2232191900002,1,0,0,0,0,0,80
adani m2k oyster grande,flat,sector 102,2.4,9305.0,3,4,3+,3.0,Relatively New,2291.8751961200005,1,0,0,0,0,1,49
independent,house,sector 2,3.0,19268.0,6,4,3+,3.0,Old Property,1557.0,0,0,0,0,0,1,28
independent,house,sector 21,0.6,6173.0,8,3,2,3.0,Old Property,972.0,0,0,0,0,0,0,0
shree arihant apartment,flat,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,1,109
ss the coralwood,flat,sector 84,1.05,6774.0,3,3,3,6.0,Relatively New,1610.0,0,0,0,0,1,0,129
sobha city,flat,sector 108,1.9,13758.0,2,2,2,8.0,Relatively New,1221.2621884100001,0,0,0,0,0,0,85
dlf the grove,flat,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2589.75300451,0,1,0,0,0,1,49
dlf the ultima,flat,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,2,174
emaar palm heights,flat,sector 77,1.79,8839.0,3,3,3,1.0,New Property,1600.0,0,1,0,0,0,1,49
pyramid urban homes 2,flat,sector 86,0.43,8582.0,2,2,1,6.0,New Property,687.6328905400001,1,0,0,0,0,0,92
rof ananda,flat,sector 95,0.31,5644.0,2,2,1,5.0,Relatively New,735.8862201596794,0,0,0,0,0,1,74
dlf the primus,flat,sector 82a,1.59,10338.0,3,3,3+,5.0,Relatively New,1661.03206709,0,0,0,0,1,2,167
emaar digihomes,flat,sector 62,2.1,13925.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,1,49
independent,house,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,711.6723232600001,0,0,0,0,0,0,0
godrej summit,flat,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,1988.76718651,0,1,0,0,0,1,96
capital residences 360,flat,sector 70a,1.15,11500.0,2,2,3,4.0,New Property,1400.0,0,0,0,0,0,0,132
international city by sobha phase 2,house,sector 76,8.48,23556.0,4,6,3+,3.0,New Property,3600.0,1,1,1,0,0,0,153
ansal heights,house,sector 92,2.75,9793.0,4,4,3+,3.0,Relatively New,5000.0,1,0,0,0,0,0,0
smart world orchard,flat,sector 61,1.41,12250.0,2,2,2,2.0,Under Construction,1150.0,1,0,0,0,0,0,76
hcbs sports ville,flat,sohna road road,0.28,3768.0,2,2,1,11.0,Relatively New,743.0,0,0,0,0,0,0,38
trisara our homes 3,flat,sohna road road,0.4,4478.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
adani m2k oyster grande,flat,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2311.5114436900003,1,1,0,0,0,1,165
suncity platinum towers,flat,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2875.2212680600005,0,1,0,0,0,0,31
ats triumph,flat,sector 104,2.6,8253.0,4,4,3+,12.0,Relatively New,2806.0205553700002,0,1,0,0,0,0,118
imperia the esfera,flat,sector 37c,0.86,5449.0,2,3,3,9.0,Relatively New,1447.8533543500002,1,0,0,0,1,0,49
central park flower valley,flat,sohna road road,1.2,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,66
independent,house,sector 26,18.25,18250.0,7,9,3+,4.0,Relatively New,10202.240032510002,1,1,1,0,0,1,77
independent,house,sector 46,4.25,23148.0,5,4,2,3.0,Moderately Old,1836.0,0,0,1,0,0,1,57
ss the leaf,flat,sector 85,1.24,7122.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49
godrej meridien,flat,sector 106,3.2,16000.0,3,3,3+,6.0,Under Construction,2191.0990785700005,0,1,0,0,0,0,49
independent,house,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,300.0,0,0,0,0,0,0,0
ss the leaf,flat,sector 85,1.09,6666.0,2,2,3,9.0,Relatively New,1638.0,0,0,1,0,0,0,174
independent,house,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0
jammu and kashmir bank employees cghs,flat,sector 9a,0.95,6129.0,3,3,2,5.0,Moderately Old,1372.6608113700001,0,0,0,0,1,0,30
madan puri,house,sector 7,0.75,12500.0,3,5,3,3.0,Moderately Old,600.0,0,0,0,0,0,0,0
maxworth city residences,flat,sector 10a,0.9,7083.0,2,2,3,9.0,New Property,1059.11336737,0,0,0,0,1,0,52
m3m heights,flat,sector 65,2.8,15000.0,3,3,3,20.0,Under Construction,1867.0,0,0,0,0,0,0,91
emaar palm gardens,flat,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8
mapsko mount ville,flat,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1678.2578472100001,0,0,0,0,0,1,49
tulip violet,flat,sector 69,1.51,9569.0,3,3,2,0.0,Relatively New,1342.6808362000002,0,0,0,0,0,2,165
piedmont taksila heights,flat,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1704.12525217,0,0,0,0,0,1,81
independent,house,sector 24,10.0,25543.0,8,10,3+,1.0,Old Property,3915.0,0,0,0,0,0,0,0
adani aangan galleria,flat,sector 89,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74
bestech park view sanskruti,flat,sector 92,1.6,7547.0,3,3,3,10.0,Relatively New,1760.7436730900001,0,1,0,0,0,1,60
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,4,4,3+,0.0,Relatively New,1975.0,1,1,0,0,0,1,151
bptp terra,flat,sector 37d,1.67,7622.0,4,4,3,11.0,Relatively New,2091.0,0,0,0,0,0,1,149
paras dews,flat,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,1186.0,1,1,0,0,0,0,49
independent,house,sector 46,5.65,23870.0,8,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,1,67
mvn athens,flat,sohna road road,0.25,5189.0,2,2,1,0.0,Relatively New,668.2856796351108,0,0,0,0,0,0,90
green campus chs,flat,manesar,0.92,4022.0,3,3,3+,8.0,Moderately Old,1910.67036198,0,1,0,0,0,0,5
vatika india next,house,sector 83,1.7,7870.0,3,3,3+,4.0,New Property,2160.0,0,1,0,0,0,0,0
puri diplomatic greens,flat,sector 111,2.65,11963.0,3,4,3+,19.0,Relatively New,2215.0,1,1,1,0,0,0,65
nirvana cedar crest,house,sector 50,3.99,8866.0,4,5,3+,4.0,New Property,4500.0,0,1,0,0,0,1,112
central park 2 bellevue,flat,sector 48,2.75,10754.0,3,4,3+,3.0,Moderately Old,2507.3905296300004,0,0,0,0,0,0,32
smriti apartment,flat,sector 56,0.45,7500.0,1,1,2,3.0,Old Property,521.60346337,0,0,0,0,0,0,57
independent,house,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,0,0,0,1,38
shapoorji pallonji joyville gurugram,flat,sector 102,1.75,15514.0,3,3,3+,1.0,Relatively New,1479.4352667000003,0,0,0,0,0,0,49
dlf new town heights,flat,sector 90,1.95,7150.0,4,4,3+,24.0,Relatively New,2408.2502357800004,0,1,1,0,0,0,174
the castle society,flat,sector 56,2.0,8695.0,4,4,2,4.0,Under Construction,2044.54819137,0,0,0,0,0,0,0
ambience creacions,flat,sector 22,4.63,14983.0,3,5,3+,5.0,New Property,2752.26956497,0,1,0,0,1,0,120
dlf new town heights,flat,sector 90,1.75,5720.0,4,4,3+,17.0,Relatively New,2427.07607305,0,1,0,0,0,0,88
dlf regal gardens,flat,sector 90,1.26,7403.0,3,3,3,6.0,Relatively New,1598.55213228,0,0,0,0,1,1,28
emaar mgf emerald floors premier,flat,sector 65,2.8,16969.0,4,4,3,2.0,Relatively New,1650.0,1,0,0,0,0,1,89
shree vardhman flora,flat,sector 90,0.95,6333.0,3,3,3,9.0,Relatively New,1688.27427751,0,1,0,0,0,0,90
breeze global heights,flat,sector 33,0.4,6421.0,2,2,2,4.0,Moderately Old,623.0,0,0,0,0,0,0,0
signature global city 92,flat,sector 92,0.99,6622.0,3,2,3,1.0,New Property,1683.2660623600002,0,0,0,0,1,0,37
independent,house,sector 23,5.65,17706.0,7,7,3+,2.0,Moderately Old,5000.0,0,1,0,0,0,0,68
sbr minda sec-1 imt manesar,flat,manesar,0.64,4193.0,3,2,3+,6.0,Old Property,1714.3169962900001,0,0,0,0,0,0,51
ansals florence villa,house,sector 57,3.65,10579.0,6,6,2,3.0,Moderately Old,3450.0,1,1,1,0,0,2,152
signature global synera,flat,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,431.99922238,0,0,0,0,0,2,123
tulip ivory,flat,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2136.57340819,0,1,0,0,0,1,174
chd avenue,flat,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0
umang monsoon breeze,flat,sector 78,0.69,5390.0,2,2,2,11.0,Moderately Old,1467.9128109100002,0,0,0,0,0,0,60
shree vardhman victoria,flat,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,43
ansals palam vihar,house,sector 2,2.75,17662.0,3,3,3,2.0,Moderately Old,1557.0,1,0,0,0,0,1,15
imperia the esfera,flat,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1560.7892777700001,0,0,0,0,1,0,35
huda housing board society,flat,sector 52,0.45,9745.0,1,1,0,0.0,Moderately Old,648.3397466254694,0,0,0,0,0,1,43
shri banke bihari society,flat,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,0,174
m3m skycity,flat,sector 65,2.1,16030.0,2,2,2,43.0,New Property,1157.65684977,0,0,0,0,0,0,127
eros wembley estate,flat,sector 50,1.4,10174.0,3,3,2,9.0,Relatively New,1216.78293921,0,0,1,0,0,1,117
mvn athens,flat,sohna road road,0.25,5198.0,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,0,37
independent,house,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,0,0,1,120
independent,house,sector 31,4.25,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,0,1,0,0,1,56
independent,house,sector 39,1.8,21875.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0
m3m soulitude,flat,sector 89,1.3,8700.0,3,3,2,1.0,New Property,1207.5783894400001,0,0,0,0,1,0,45
aipl zen residences,flat,sector 70a,1.25,9904.0,2,2,3,19.0,Relatively New,1449.88323637,0,0,0,0,0,0,0
central park flower valley aqua front towers,flat,sector 33 road,2.1,11738.0,3,3,2,6.0,Under Construction,1586.76892313,0,0,0,0,0,0,24
bestech park view residency,flat,sector 2,1.5,7825.0,3,4,3+,10.0,Moderately Old,1704.12525217,0,1,0,0,0,0,93
pareena mi casa,flat,sector 68,1.15,9236.0,2,2,3,8.0,New Property,1099.42661017,0,0,0,0,0,0,49
ats kocoon,flat,sector 109,2.22,10596.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,0,0,0,45
vatika independent floors,flat,sector 82,0.67,5826.0,2,2,3,2.0,Moderately Old,1150.0,0,0,0,0,0,0,53
rof aalayas,flat,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,0,0
shivpuri,house,sector 7,2.8,12444.0,10,7,3,1.0,Old Property,2250.0,1,1,0,0,1,1,0
microtek greenburg,flat,sector 86,1.65,8707.0,3,4,3,8.0,Relatively New,1681.72900617,0,1,0,0,0,0,124
ats triumph,flat,sector 104,2.78,8825.0,4,4,3+,11.0,Relatively New,2806.0205553700002,0,1,0,0,0,0,110
dlf the ultima,flat,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1572.91424508,0,1,0,0,0,0,106
lord krishna,flat,sector 12,2.7,8571.0,4,3,3,6.0,Old Property,3150.0,0,0,0,0,0,0,0
experion windchants,flat,sector 112,3.65,12312.0,3,4,3+,14.0,Relatively New,2225.56,0,1,0,0,0,1,150
aipl the peaceful homes,flat,sector 70a,1.6,9584.0,2,2,2,22.0,Moderately Old,1386.09855897,0,0,0,0,0,0,86
smart world orchard,flat,sector 61,1.9,22700.0,3,3,3,1.0,New Property,1137.0,0,0,0,0,0,0,30
independent,house,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,376.12190821,0,0,1,0,0,1,46
independent,house,sector 47,0.99,17187.0,4,4,3,4.0,Relatively New,576.0,0,0,0,0,0,0,13
independent,house,sector 43,3.35,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,0,9
signature global park,flat,sohna road road,0.54,6388.0,2,2,3,4.0,New Property,728.1665871905,0,0,0,0,0,0,44
ireo skyon,flat,sector 60,2.05,15185.0,2,3,2,2.0,Relatively New,1520.0,0,0,1,0,0,1,174
m3m ikonic,flat,sector 68,1.8,9230.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,1,126
raheja revanta,flat,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1436.26615001,0,0,0,0,1,0,39
independent,house,sector 26,9.0,33333.0,5,5,2,3.0,Old Property,2700.0,1,1,1,0,0,2,110
central park flower valley,flat,sector 33 road,2.3,12777.0,4,4,3+,5.0,New Property,1988.76718651,0,1,0,0,0,0,42
sbtl caladium,flat,sector 109,1.8,7072.0,3,3,3+,10.0,Relatively New,1989.675020745,0,0,0,0,0,0,174
trisara our homes 3,flat,sohna road road,0.34,5405.0,2,2,1,0.0,New Property,815.8431983800001,0,0,0,0,0,0,0
paras dews,flat,sector 106,1.4,6000.0,3,4,3+,12.0,Under Construction,1560.7892777700001,1,1,0,0,1,0,55
puri diplomatic greens,flat,sector 111,2.25,13235.0,3,3,2,12.0,Relatively New,1507.03828737,0,0,0,0,0,0,101
ss the leaf,flat,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,1600.0,0,0,0,0,0,0,150
vatika lifestyle homes,flat,sector 83,1.25,6839.0,3,2,1,6.0,Relatively New,1621.2591419700002,1,1,1,0,0,2,174
landmark house,house,sector 43,2.75,25463.0,3,3,1,2.0,Moderately Old,1080.0,0,0,0,0,0,0,21
m3m skywalk,flat,sector 74,1.54,10814.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,0,137
independent,house,sector 28,0.45,10000.0,5,3,0,1.0,Moderately Old,50.0,0,0,0,0,0,0,0
smart world orchard,flat,sector 61,2.1,13750.0,3,2,3,3.0,Under Construction,1530.01961952,0,0,0,0,0,0,146
the close north,flat,sector 50,2.35,11767.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,1,165
the arzoo cghs,flat,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58
lotus homz,flat,sector 111,0.6,8450.0,2,2,3,9.0,New Property,896.97628381,0,0,0,0,0,0,52
independent,house,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,0,1,1,0,0,1,126
rwa,flat,sector 7,0.48,6000.0,3,2,1,1.0,New Property,987.12415651,0,0,0,0,0,0,21
suposhaa smartworld orchard,flat,sector 61,2.25,14525.0,3,3,2,3.0,Under Construction,1737.35478598,0,0,0,0,0,0,0
godrej,flat,sector 79,2.0,8474.0,3,4,3+,9.0,Relatively New,1963.0,0,1,0,0,0,0,108
hero homes,flat,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1125.37473350455,0,0,0,0,0,0,49
adani m2k oyster grande,flat,sector 102,2.6,10007.0,3,3,3,2.0,Relatively New,2311.5114436900003,1,1,1,0,0,0,118
orchid petals,flat,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1805.3562840900001,0,0,0,0,1,0,40
vipul tatvam villa,house,sector 48,7.8,23148.0,4,4,3+,2.0,Relatively New,3240.0,1,1,1,0,0,1,145
unitech deerwood chase,house,sector 50,15.0,33333.0,4,4,2,2.0,Moderately Old,4500.0,0,1,0,0,0,0,160
tulip violet,flat,sector 69,1.66,8408.0,4,4,1,12.0,Relatively New,1748.91774417,0,0,0,0,0,0,102
greenopolis,flat,sector 89,0.8,4820.0,2,3,3,8.0,Under Construction,1471.20429377,1,0,0,0,1,0,60
parsvnath green ville,flat,sector 48,2.5,12820.0,4,5,3,1.0,Moderately Old,2139.0136410100004,0,0,0,0,1,1,49
international city by sobha phase 1,house,sector 109,6.0,9634.0,4,5,3,2.0,Moderately Old,6228.0,0,0,0,0,0,0,76
dlf the primus,flat,sector 82a,2.2,10516.0,3,3,3+,16.0,Relatively New,1858.21142465,0,1,0,0,0,2,174
sidhartha ncr greens,flat,sector 95,0.96,6201.0,3,3,3,8.0,New Property,1736.3531429500001,0,0,1,0,0,0,8
spaze privy at,flat,sector 84,1.24,6465.0,3,3,3,8.0,Relatively New,1650.0,1,0,0,0,0,1,158
signature global park,flat,sohna road road,0.75,6938.0,3,2,3+,4.0,New Property,1268.5858479400001,0,0,0,0,0,0,101
unitech south park,flat,sector 70,1.13,7000.0,3,3,2,1.0,Under Construction,1426.41180177,0,0,0,0,0,0,46
experion the heartsong,flat,sector 108,1.65,8237.0,3,4,3,3.0,Moderately Old,1771.32,1,0,0,0,0,1,75
sukhshanti apartment,flat,sector 56,1.65,7006.0,3,3,3+,5.0,Moderately Old,2093.81993257,1,0,0,0,0,1,134
tata gurgaon gateway,flat,sector 113,3.21,11825.0,3,3,3,9.0,New Property,2241.6351561700003,0,0,0,0,0,0,49
tulip violet,flat,sector 69,1.31,8517.0,3,3,2,12.0,Relatively New,1361.9106132900001,0,0,0,0,0,1,174
dlf regal gardens,flat,sector 90,1.25,5931.0,3,3,3,18.0,Relatively New,1524.9552841700001,0,0,0,0,1,0,72
sbr minda sec 1 imt manesar,flat,manesar,0.65,4259.0,3,2,3+,6.0,Moderately Old,1714.3169962900001,0,0,0,0,0,0,5
pareena coban residences,flat,sector 99a,1.38,7150.0,4,5,3+,1.0,Relatively New,2150.0,0,1,0,0,1,0,49
smart world orchard,flat,sector 61,1.7,15000.0,2,2,2,4.0,Under Construction,1337.6992170100002,0,0,0,0,0,0,24
central park flower valley cerise floors,flat,sector 33 road,1.3,10743.0,2,2,2,3.0,New Property,1068.0718657700002,1,0,0,0,0,0,22
mapsko mount ville,flat,sector 79,1.65,9091.0,3,3,0,12.0,Relatively New,1815.0,0,0,0,0,0,0,0
independent,house,sector 4,5.0,10101.0,3,3,2,1.0,Old Property,4950.0,0,0,0,0,0,0,22
aipl zen residences,flat,sector 70a,1.25,9904.0,2,2,2,19.0,New Property,1449.88323637,0,0,0,0,0,0,42
independent,house,sector 26,6.75,27778.0,3,3,3,2.0,Moderately Old,2430.0,0,0,0,0,0,0,27
la vida by tata housing,flat,sector 113,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,0,174
tarc maceo,flat,sector 91,1.8,7758.0,4,3,3+,0.0,Relatively New,2509.62156211,1,0,0,0,0,2,45
m3m soulitude,flat,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1611.1477642000002,1,0,0,0,0,0,49
bestech altura,flat,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,1910.1707153700002,0,0,0,0,0,0,96
shapoorji pallonji joyville gurugram,flat,sector 102,1.95,13928.0,3,3,3,6.0,New Property,1615.65871878,0,0,0,0,0,1,174
tulip white,flat,sector 69,0.9,6000.0,3,2,3+,1.0,Relatively New,1326.0,0,0,0,0,0,1,149
shapoorji pallonji joyville gurugram,flat,sector 102,1.77,9195.0,3,3,3,1.0,Relatively New,1620.81121705,0,0,0,0,0,0,151
mapsko mount ville,flat,sector 79,1.2,8052.0,3,3,3,9.0,Relatively New,1335.27094626365,1,0,0,0,0,1,104
raheja vanya,flat,sector 99a,0.59,3975.0,2,2,3,1.0,Under Construction,1105.8140195292,0,0,0,0,1,0,96
shapoorji pallonji joyville gurugram,flat,sector 102,2.5,14000.0,3,3,3,15.0,Under Construction,1620.81121705,0,0,0,0,0,0,151
signature global city 37d ph 2,flat,sector 37d,1.07,8237.0,3,3,2,2.0,Under Construction,1492.95388666,0,0,0,0,0,0,86
dlf express greens,flat,manesar,1.5,6358.0,4,5,3+,10.0,New Property,2097.40333193,0,1,0,0,0,0,32
emaar mgf emerald floors premier,flat,sector 65,2.77,14025.0,4,4,3+,3.0,Relatively New,2164.0547167600002,1,1,0,0,0,2,174
tulip violet,flat,sector 69,2.0,10167.0,4,4,1,12.0,Relatively New,2156.04157252,0,0,0,0,0,0,79
ramsons kshitij,flat,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,0,0
raheja maheshwara,flat,sohna road road,0.48,4367.0,2,2,2,11.0,Under Construction,968.6325335299999,0,0,0,0,0,0,45
tata primanti,flat,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2635.723218465,0,1,0,0,0,1,174
emaar imperial gardens,flat,sector 102,2.05,9876.0,3,4,3+,14.0,Relatively New,2214.1368682600005,0,1,0,0,0,0,116
antriksh heights,flat,sector 110,0.85,5556.0,2,2,3,10.0,New Property,1193.49084337,1,0,0,0,1,0,24
kanchanjanga tower,flat,sector 56,1.45,7631.0,3,3,3+,2.0,Moderately Old,1686.2082553700002,0,0,0,0,0,1,126
m3m heights,flat,sector 65,2.01,13500.0,2,2,3,8.0,New Property,1481.683055655,1,0,0,0,0,0,44
dlf regal gardens,flat,sector 90,1.29,9020.0,3,3,3,7.0,Relatively New,1540.0,1,0,0,0,0,0,174
emaar gurgaon greens,flat,sector 102,1.35,10800.0,3,4,3+,9.0,Relatively New,1400.0,0,1,0,0,0,1,174
independent,house,sohna road road,6.25,6944.0,3,3,0,1.0,Moderately Old,9000.0,0,0,0,0,0,0,0
independent,house,sector 12,0.7,6034.0,3,3,0,1.0,Relatively New,1160.0,0,0,0,0,0,0,23
tulip purple,flat,sector 69,1.8,9000.0,4,5,3+,4.0,Relatively New,2200.0,0,1,0,0,0,0,165
zara aavaas,flat,sector 104,0.65,8519.0,3,2,2,7.0,New Property,950.0633644000001,0,0,0,0,0,0,65
umang winter hills,flat,sector 77,0.8,5961.0,2,2,2,10.0,Relatively New,1186.8884035800002,0,0,0,0,0,1,49
bestech park view ananda,flat,sector 81,1.1,6686.0,3,2,3+,5.0,Relatively New,1339.63758585,0,0,0,0,0,0,150
tarc maceo,flat,sector 91,1.4,7407.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,76
dlf regal gardens,flat,sector 90,1.25,10416.0,3,3,3,18.0,Moderately Old,1448.3056777800002,0,1,0,0,0,0,100
shree vardhman victoria,flat,sector 70,1.15,8518.0,2,2,2,6.0,Relatively New,1538.0278230100002,1,0,0,0,0,0,85
sushant lok 1 builder floors,house,sector 43,1.65,3395.0,4,4,3+,4.0,Moderately Old,540.0,0,0,0,0,1,2,49
wings apartment,flat,sector 9,1.2,6666.0,4,3,2,4.0,Moderately Old,1988.76718651,0,0,0,0,0,1,23
ats triumph,flat,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively New,6696.4894275100005,0,0,0,0,0,0,110
green court,flat,sector 90,0.5,8333.0,2,2,1,8.0,New Property,698.99199894,0,0,0,0,0,0,42
godrej aria,flat,sector 79,1.1,11482.0,2,2,3,9.0,New Property,63.82419513,0,0,0,0,0,0,62
shree vardhman flora,flat,sector 90,0.7,5177.0,2,3,2,7.0,Relatively New,1540.0311090700002,1,0,0,0,0,1,49
emaar mgf marbella,house,sector 66,8.8,41608.0,4,4,3+,3.0,Relatively New,2115.0,0,1,1,0,0,0,107
eldeco accolade,flat,sohna road road,1.3,7424.0,3,3,3+,10.0,Relatively New,1515.32793521,0,0,0,0,0,0,49
independent,house,sector 8,0.49,11250.0,6,3,2,3.0,Moderately Old,360.0,0,0,0,0,0,0,8
ireo victory valley,flat,sector 67,3.05,12650.0,3,3,3+,21.0,Relatively New,2010.2853453800003,0,1,0,0,0,1,157
cghs vidya enclave,flat,sector 56,1.7,10967.0,3,2,3,6.0,Old Property,1577.9048661900001,0,0,1,0,0,0,101
vatika gurgaon,flat,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,2139.0136410100004,0,1,0,0,0,0,35
silverglades the melia,flat,sohna road road,0.91,6800.0,2,2,3,1.0,New Property,1193.49084337,1,0,0,0,0,0,72
krisumi waterfall residences,flat,sector 36a,2.3,15551.0,2,2,2,23.0,Relatively New,1479.0,0,0,0,0,0,0,58
tata primanti,flat,sector 72,4.1,14100.0,4,5,3+,39.0,New Property,2586.53734457,0,1,0,0,1,0,103
not applicable,house,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,0,0
ansals florence villa,house,sector 57,6.0,22222.0,4,5,2,2.0,Old Property,2700.0,0,1,0,0,0,1,20
